person_id,name,team_id,team,team_abbreviation,position,rank,avg_speed,speed_runs,sprints,total_distance
482775,Tyler Bindon,285023_43978,New Zealand,NZL,DF,39,7.1,152.0,48.0,13159.9
448343,Hans Vanaken,285023_43935,Belgium,BEL,MF,40,7.1,586.0,159.0,42602.58
481180,Shahriyar Moghanloo,285023_43817,IR Iran,IRN,FW,41,7.1,168.0,47.0,12254.16
430718,Fabian Ruiz,285023_43969,Spain,ESP,MF,42,7.08,327.0,73.0,25381.48
411624,Abdullah Alkhaibari,285023_43835,Saudi Arabia,KSA,MF,43,7.08,345.0,76.0,23607.42
411375,Rodri,285023_43969,Spain,ESP,MF,44,7.05,945.0,228.0,71174.15
390181,Joe Bell,285023_43978,New Zealand,NZL,MF,45,7.04,472.0,112.0,32154.28
372436,Ivan Sunjic,285023_44037,Bosnia and Herzegovina,BIH,MF,46,7.03,401.0,113.0,26105.55
504502,Sebastian Tounekti,285023_43888,Tunisia,TUN,MF,47,7.03,146.0,55.0,11128.49
404885,Tomas Soucek,285023_43995,Czechia,CZE,MF,48,7.02,264.0,57.0,17938.82
511875,Odeh Fakhoury,285023_43820,Jordan,JOR,FW,49,7.01,275.0,98.0,18713.27
485066,Petar Sucic,285023_43938,Croatia,CRO,MF,50,7.0,548.0,158.0,39444.7
498458,Mohamed Manai,285023_43834,Qatar,QAT,FW,51,6.99,153.0,43.0,10166.36
430440,Aiden Oneill,285023_43976,Australia,AUS,MF,52,6.97,648.0,186.0,47323.13
519958,Elliot Stroud,285023_43970,Sweden,SWE,DF,53,6.96,251.0,94.0,20520.74
480966,Laros Duarte,285023_43850,Cabo Verde,CPV,MF,54,6.95,252.0,66.0,21530.22
495349,Nicolas Raskin,285023_43935,Belgium,BEL,MF,55,6.95,508.0,128.0,44872.33
484011,Lukas Provod,285023_43995,Czechia,CZE,MF,56,6.94,228.0,88.0,16011.22
368546,Igor Sergeev,285023_44005,Uzbekistan,UZB,FW,57,6.94,79.0,26.0,5591.98
489689,Lucas Bergvall,285023_43970,Sweden,SWE,MF,58,6.93,283.0,89.0,23862.93
411367,Kai Havertz,285023_43948,Germany,GER,FW,59,6.93,577.0,202.0,44897.03
483442,Patrick Berg,285023_43961,Norway,NOR,MF,60,6.93,797.0,263.0,59224.02
483966,Benjamin Tahirovic,285023_44037,Bosnia and Herzegovina,BIH,MF,61,6.92,429.0,116.0,30616.63
411644,Saman Ghoddos,285023_43817,IR Iran,IRN,MF,62,6.9,338.0,99.0,26206.79
494989,Livano Comenencia,285023_1895293,Curaçao,CUW,MF,63,6.88,342.0,117.0,28808.06
405454,Elijah Just,285023_43978,New Zealand,NZL,MF,64,6.88,460.0,178.0,33430.3
466838,Danley Jean Jacques,285023_43908,Haiti,HAI,MF,65,6.87,470.0,138.0,33149.8
431788,Pape Gueye,285023_43879,Senegal,SEN,MF,66,6.87,356.0,114.0,29411.07
483497,Fredrik Aursnes,285023_43961,Norway,NOR,MF,67,6.87,571.0,173.0,40597.72
486147,Noah Sadiki,285023_20014,Congo DR,COD,MF,68,6.86,420.0,141.0,33931.45
390259,Weston Mckennie,285023_43921,USA,USA,MF,69,6.86,771.0,236.0,57573.6
448180,Josko Gvardiol,285023_43938,Croatia,CRO,DF,70,6.86,238.0,88.0,18796.01
461788,Marawan Attia,285023_43855,Egypt,EGY,MF,71,6.85,829.0,260.0,56580.27
494291,Ibrahim Maza,285023_43843,Algeria,ALG,MF,72,6.85,524.0,152.0,44461.44
430669,Florian Wirtz,285023_43948,Germany,GER,MF,73,6.85,653.0,229.0,46415.88
434026,Zidane Iqbal,285023_43818,Iraq,IRQ,MF,74,6.85,352.0,61.0,24227.99
441149,Vitinha,285023_43963,Portugal,POR,MF,75,6.85,559.0,174.0,46256.34
506279,Caleb Yirenkyi,285023_43860,Ghana,GHA,MF,76,6.84,460.0,136.0,34220.54
448497,Mohammad Mohebbi,285023_43817,IR Iran,IRN,MF,77,6.83,470.0,170.0,30775.81
448662,Elias Achouri,285023_43888,Tunisia,TUN,FW,78,6.83,68.0,40.0,6477.05
472908,Vladimir Coufal,285023_43995,Czechia,CZE,DF,79,6.82,443.0,154.0,34224.86
418729,Carlos Harvey,285023_43914,Panama,PAN,DF,80,6.82,446.0,118.0,33573.58
433191,Che Adams,285023_43967,Scotland,SCO,FW,81,6.82,192.0,75.0,17234.99
401481,Patrik Schick,285023_43995,Czechia,CZE,FW,82,6.81,251.0,76.0,22836.75
479106,Akmal Mozgovoy,285023_44005,Uzbekistan,UZB,MF,83,6.81,361.0,94.0,27540.59
484141,Joao Neves,285023_43963,Portugal,POR,MF,84,6.8,638.0,197.0,51136.79
466669,Azarias Londono,285023_43914,Panama,PAN,FW,85,6.8,100.0,41.0,8536.29
371609,Franck Kessie,285023_43854,Côte d'Ivoire,CIV,MF,86,6.8,553.0,184.0,44144.95
384797,Ramin Rezaeian,285023_43817,IR Iran,IRN,DF,87,6.79,458.0,170.0,34994.84
473050,Richard Rios,285023_43926,Colombia,COL,MF,88,6.79,290.0,111.0,19796.25
402021,Remo Freuler,285023_43971,Switzerland,SUI,MF,89,6.79,1001.0,213.0,73750.57
386413,Joshua Kimmich,285023_43948,Germany,GER,DF,90,6.79,518.0,157.0,44638.55
431212,Ali Olwan,285023_43820,Jordan,JOR,FW,91,6.79,411.0,138.0,33572.53
395084,Hwang Inbeom,285023_43822,Korea Republic,KOR,MF,92,6.78,372.0,97.0,32488.04
405879,Wilson Isidor,285023_43908,Haiti,HAI,FW,93,6.78,287.0,110.0,22699.6
448355,Leandro Trossard,285023_43935,Belgium,BEL,FW,94,6.77,802.0,276.0,63148.76
433754,Adam Hlozek,285023_43995,Czechia,CZE,FW,95,6.77,251.0,94.0,19420.45
477795,Fares Chaibi,285023_43843,Algeria,ALG,MF,96,6.76,549.0,177.0,45534.2
436628,Ali Alhamadi,285023_43818,Iraq,IRQ,FW,97,6.76,258.0,112.0,22671.28
512183,Mohammed Abu Alshamat,285023_43835,Saudi Arabia,KSA,DF,98,6.75,212.0,87.0,17130.45
400416,Edgar Yoel Barcenas,285023_43914,Panama,PAN,MF,99,6.75,426.0,101.0,30790.0
419303,Moteb Alharbi,285023_43835,Saudi Arabia,KSA,DF,100,6.75,235.0,107.0,22511.24
406280,Sergino Dest,285023_43921,USA,USA,DF,101,6.75,464.0,210.0,36917.8
395581,Cristian Martinez,285023_43914,Panama,PAN,MF,102,6.73,319.0,147.0,29553.99
463128,Diego Gomez,285023_43928,Paraguay,PAR,MF,103,6.73,492.0,179.0,37311.9
339987,Mateo Kovacic,285023_43938,Croatia,CRO,MF,104,6.73,354.0,108.0,32503.08
371348,Otabek Shukurov,285023_44005,Uzbekistan,UZB,MF,105,6.72,378.0,85.0,29888.17
405522,Keito Nakamura,285023_43819,Japan,JPN,MF,106,6.72,497.0,180.0,36946.02
463283,Romano Schmid,285023_43934,Austria,AUT,MF,107,6.71,439.0,161.0,31408.46
481610,Elliot Anderson,285023_43942,England,ENG,MF,108,6.71,851.0,240.0,65814.51
390537,Milad Mohammadi,285023_43817,IR Iran,IRN,DF,109,6.7,299.0,142.0,26000.62
401889,Ismaila Sarr,285023_43879,Senegal,SEN,FW,110,6.69,556.0,216.0,46719.89
485740,Neil El Aynaoui,285023_43872,Morocco,MAR,MF,111,6.69,836.0,276.0,70474.7
481242,Iqraam Rayners,285023_43883,South Africa,RSA,FW,112,6.68,193.0,108.0,19309.81
402817,Paik Seungho,285023_43822,Korea Republic,KOR,MF,114,6.66,269.0,63.0,23909.61
429608,Seol Youngwoo,285023_43822,Korea Republic,KOR,DF,115,6.66,309.0,155.0,30578.14
486082,Pavel Sulc,285023_43995,Czechia,CZE,FW,116,6.65,338.0,102.0,22856.82
441088,Nicolas Seiwald,285023_43934,Austria,AUT,MF,117,6.65,491.0,132.0,39640.15
489300,Martin Experience,285023_43908,Haiti,HAI,DF,118,6.65,447.0,187.0,33997.02
492363,Felix Nmecha,285023_43948,Germany,GER,MF,119,6.64,442.0,141.0,33325.14
520036,Paul Wanner,285023_43934,Austria,AUT,MF,120,6.64,392.0,115.0,30227.02
430697,Jean Ricner Bellegarde,285023_43908,Haiti,HAI,MF,121,6.64,431.0,112.0,32370.02
391646,Ritsu Doan,285023_43819,Japan,JPN,MF,122,6.63,346.0,152.0,32576.29
430831,Ibrahim Sangare,285023_43854,Côte d'Ivoire,CIV,MF,123,6.63,387.0,110.0,33681.96
477847,Steven Moreira,285023_43850,Cabo Verde,CPV,DF,124,6.63,313.0,113.0,33908.12
463902,Gustavo Puerta,285023_43926,Colombia,COL,DF,125,6.63,742.0,195.0,57392.35
433394,Ahmed Fathy,285023_43834,Qatar,QAT,MF,126,6.63,312.0,80.0,18273.99
402893,Mathias Olivera,285023_43930,Uruguay,URU,DF,128,6.63,458.0,126.0,34595.17
433534,Nizar Alrashdan,285023_43820,Jordan,JOR,MF,129,6.62,407.0,103.0,31944.15
385531,Xaver Schlager,285023_43934,Austria,AUT,MF,130,6.62,371.0,91.0,28614.03
411658,Ellyes Skhiri,285023_43888,Tunisia,TUN,MF,131,6.61,286.0,59.0,29334.81
441257,Jonathan David,285023_43899,Canada,CAN,FW,132,6.61,667.0,256.0,52214.28
429642,Jamal Musiala,285023_43948,Germany,GER,MF,133,6.61,412.0,140.0,33546.51
390475,Sphephelo Sithole,285023_43883,South Africa,RSA,MF,134,6.6,463.0,119.0,28152.2
385306,Andres Cubas,285023_43928,Paraguay,PAR,MF,135,6.6,756.0,205.0,60748.96
433074,Amir Alammari,285023_43818,Iraq,IRQ,MF,136,6.6,383.0,104.0,30575.01
433118,Orkun Kokcu,285023_43972,Türkiye,TUR,MF,137,6.6,207.0,67.0,19220.02
371736,Saeid Ezatolahi,285023_43817,IR Iran,IRN,MF,138,6.6,406.0,65.0,32836.4
379939,Nabil Bentaleb,285023_43843,Algeria,ALG,MF,139,6.59,405.0,115.0,33625.87
441307,Azzedine Ounahi,285023_43872,Morocco,MAR,MF,140,6.59,654.0,266.0,53453.19
482774,Martin Baturina,285023_43938,Croatia,CRO,MF,141,6.58,489.0,175.0,37805.67
430138,Tajon Buchanan,285023_43899,Canada,CAN,FW,142,6.58,537.0,213.0,43975.29
430750,Dani Olmo,285023_43969,Spain,ESP,FW,143,6.58,577.0,199.0,40424.9
499102,Saleem Obaid,285023_43820,Jordan,JOR,DF,144,6.56,43.0,19.0,4204.95
464114,Desire Doue,285023_43946,France,FRA,FW,146,6.56,445.0,204.0,38771.49
448373,Maxim De Cuyper,285023_43935,Belgium,BEL,DF,147,6.55,653.0,234.0,54016.4
431200,Daniel Munoz,285023_43926,Colombia,COL,DF,148,6.53,598.0,221.0,47613.35
419020,Gonzalo Plata,285023_43927,Ecuador,ECU,FW,149,6.52,494.0,187.0,44302.06
423595,Marko Stamenic,285023_43978,New Zealand,NZL,MF,150,6.52,415.0,133.0,32898.29
311558,Granit Xhaka,285023_43971,Switzerland,SUI,MF,152,6.51,1062.0,210.0,72775.82
395550,Jefferson Lerma,285023_43926,Colombia,COL,MF,153,6.51,713.0,170.0,49541.65
369419,Harry Kane,285023_43942,England,ENG,FW,154,6.5,764.0,233.0,67846.27
422657,Frenkie De Jong,285023_43960,Netherlands,NED,MF,155,6.5,424.0,109.0,38652.6
411174,Jose Fajardo,285023_43914,Panama,PAN,FW,156,6.5,236.0,110.0,19207.38
419291,Feras Albrikan,285023_43835,Saudi Arabia,KSA,FW,157,6.49,328.0,123.0,28286.37
430452,Connor Metcalfe,285023_43976,Australia,AUS,MF,158,6.49,513.0,175.0,38524.77
464566,Esmir Bajraktarevic,285023_44037,Bosnia and Herzegovina,BIH,FW,159,6.49,318.0,145.0,28616.79
448557,Daichi Kamada,285023_43819,Japan,JPN,MF,160,6.49,423.0,128.0,38789.21
430482,Emam Ashour,285023_43855,Egypt,EGY,MF,162,6.48,522.0,185.0,42840.52
379942,Riyad Mahrez,285023_43843,Algeria,ALG,FW,163,6.48,382.0,130.0,31107.72
353235,Jordan Ayew,285023_43860,Ghana,GHA,FW,164,6.47,416.0,167.0,34883.48
464542,Alex Freeman,285023_43921,USA,USA,DF,166,6.46,545.0,179.0,47281.6
368649,Joao Cancelo,285023_43963,Portugal,POR,DF,167,6.46,388.0,151.0,36826.9
494640,Amar Memic,285023_44037,Bosnia and Herzegovina,BIH,MF,169,6.46,306.0,152.0,27462.49
389437,Ehsan Haddad,285023_43820,Jordan,JOR,DF,171,6.44,384.0,118.0,30918.71
386538,Rodrigo Bentancur,285023_43930,Uruguay,URU,MF,172,6.44,352.0,145.0,33644.76
402876,Agustin Canobbio,285023_43930,Uruguay,URU,MF,173,6.44,348.0,162.0,28186.33
464484,Ismael Gharbi,285023_43888,Tunisia,TUN,MF,174,6.44,185.0,65.0,15753.85
494626,Andreas Schjelderup,285023_43961,Norway,NOR,MF,175,6.44,384.0,137.0,31621.18
441067,Stefan Posch,285023_43934,Austria,AUT,DF,176,6.43,479.0,164.0,39797.88
429157,Julian Quinones,285023_43911,Mexico,MEX,FW,178,6.43,581.0,251.0,47274.89
441234,Julio Enciso,285023_43928,Paraguay,PAR,FW,179,6.43,538.0,237.0,46088.56
484139,Baris Alper Yilmaz,285023_43972,Türkiye,TUR,FW,181,6.43,228.0,106.0,21165.94
484087,Arda Guler,285023_43972,Türkiye,TUR,FW,182,6.43,425.0,120.0,33635.28
483327,Viktor Gyokeres,285023_43970,Sweden,SWE,FW,183,6.41,426.0,177.0,42857.3
423522,Jordan Bos,285023_43976,Australia,AUS,DF,184,6.41,396.0,223.0,36920.34
494248,Thalente Mbatha,285023_43883,South Africa,RSA,MF,185,6.41,446.0,145.0,31917.63
489688,Yasin Ayari,285023_43970,Sweden,SWE,MF,188,6.4,434.0,109.0,39607.81
395206,Bruno Fernandes,285023_43963,Portugal,POR,MF,189,6.4,572.0,219.0,50225.1
419189,Yan Valery,285023_43888,Tunisia,TUN,DF,190,6.39,296.0,130.0,29256.28
433585,Ibrahim Bayesh,285023_43818,Iraq,IRQ,MF,194,6.37,331.0,112.0,27586.07
308386,Casemiro,285023_43924,Brazil,BRA,MF,195,6.37,449.0,116.0,45002.51
423575,Ben Old,285023_43978,New Zealand,NZL,MF,196,6.37,160.0,74.0,12151.2
339745,Salem Aldawsari,285023_43835,Saudi Arabia,KSA,FW,199,6.36,400.0,160.0,29452.07
405545,Ferran Torres,285023_43969,Spain,ESP,FW,200,6.35,259.0,138.0,25994.48
419134,Juan Manuel Sanabria,285023_43930,Uruguay,URU,MF,202,6.35,320.0,129.0,25094.45
504990,Kerim Alajbegovic,285023_44037,Bosnia and Herzegovina,BIH,FW,203,6.35,365.0,130.0,32990.98
448202,Jude Bellingham,285023_43942,England,ENG,MF,205,6.34,778.0,328.0,60482.91
448196,Bukayo Saka,285023_43942,England,ENG,FW,207,6.32,399.0,159.0,31941.59
464933,Abbosbek Fayzullaev,285023_44005,Uzbekistan,UZB,MF,208,6.32,341.0,141.0,25301.81
448360,Brandon Mechele,285023_43935,Belgium,BEL,DF,211,6.31,806.0,227.0,68409.01
419132,Brian Rodriguez,285023_43930,Uruguay,URU,FW,213,6.31,90.0,35.0,6497.61
402974,Angelo Preciado,285023_43927,Ecuador,ECU,DF,214,6.31,144.0,61.0,14040.86
448310,Kevin Rodriguez,285023_43927,Ecuador,ECU,FW,216,6.3,187.0,89.0,15137.76
523236,Ahmed Qasem,285023_43818,Iraq,IRQ,FW,217,6.29,215.0,78.0,15459.21
477833,Joris Kayembe,285023_20014,Congo DR,COD,DF,218,6.28,88.0,34.0,7372.37
430413,Ayase Ueda,285023_43819,Japan,JPN,FW,219,6.28,385.0,141.0,36607.93
441252,Alistair Johnston,285023_43899,Canada,CAN,DF,220,6.28,683.0,264.0,53458.13
430707,Jules Kounde,285023_43946,France,FRA,DF,221,6.28,682.0,254.0,58095.94
368660,Guillermo Varela,285023_43930,Uruguay,URU,DF,224,6.27,352.0,149.0,32750.8
395083,Hwang Heechan,285023_43822,Korea Republic,KOR,MF,225,6.27,144.0,62.0,12925.63
433378,Hannibal Mejbri,285023_43888,Tunisia,TUN,MF,226,6.27,368.0,102.0,31221.09
385031,Amir Murillo,285023_43914,Panama,PAN,DF,228,6.27,332.0,156.0,31781.32
477827,Deroy Duarte,285023_43850,Cabo Verde,CPV,MF,229,6.26,323.0,73.0,31052.7
416081,Julian Alvarez,285023_43922,Argentina,ARG,FW,231,6.24,548.0,236.0,48685.72
464103,Ange Yoan Bonny,285023_43854,Côte d'Ivoire,CIV,FW,236,6.23,314.0,113.0,26951.82
367981,Douglas Santos,285023_43924,Brazil,BRA,DF,238,6.22,642.0,220.0,52462.91
506329,Djed Spence,285023_43942,England,ENG,DF,239,6.22,255.0,127.0,27817.63
430628,Alexis Mac Allister,285023_43922,Argentina,ARG,MF,242,6.21,729.0,176.0,64741.99
448114,Dan Ndoye,285023_43971,Switzerland,SUI,FW,243,6.21,509.0,248.0,44247.46
430917,Evidence Makgopa,285023_43883,South Africa,RSA,FW,244,6.21,319.0,106.0,25410.78
441342,Abdul Fatawu,285023_43860,Ghana,GHA,FW,245,6.21,211.0,93.0,16816.62
429063,Edmilson Junior,285023_43834,Qatar,QAT,FW,246,6.21,290.0,97.0,23874.51
483276,Gabriel Gudmundsson,285023_43970,Sweden,SWE,DF,247,6.21,340.0,137.0,36816.96
494375,Firas Chaouat,285023_43888,Tunisia,TUN,FW,253,6.2,83.0,35.0,6946.94
411176,Jose Luis Rodriguez,285023_43914,Panama,PAN,MF,254,6.2,305.0,109.0,25899.78
486317,Guela Doue,285023_43854,Côte d'Ivoire,CIV,DF,255,6.19,353.0,132.0,31331.08
433667,Josip Stanisic,285023_43938,Croatia,CRO,DF,256,6.19,418.0,196.0,42580.9
485131,Ben Gannon Doak,285023_43967,Scotland,SCO,FW,257,6.19,200.0,96.0,20888.71
483304,Gustaf Lagerbielke,285023_43970,Sweden,SWE,DF,258,6.18,436.0,119.0,41310.47
401894,Jamiro Monteiro,285023_43850,Cabo Verde,CPV,MF,260,6.17,339.0,109.0,32481.15
405877,Amine Gouiri,285023_43843,Algeria,ALG,FW,261,6.17,355.0,131.0,27787.87
466317,Juninho Bacuna,285023_1895293,Curaçao,CUW,MF,262,6.17,305.0,142.0,28744.95
402772,Jesus Gallardo,285023_43911,Mexico,MEX,DF,264,6.16,395.0,136.0,43286.39
489518,Crysencio Summerville,285023_43960,Netherlands,NED,FW,265,6.16,285.0,131.0,28089.07
401334,John Mcginn,285023_43967,Scotland,SCO,MF,266,6.15,331.0,98.0,28477.11
430822,Amad Diallo,285023_43854,Côte d'Ivoire,CIV,FW,269,6.15,270.0,104.0,21888.37
419473,Jassem Gaber,285023_43834,Qatar,QAT,DF,270,6.14,232.0,55.0,17053.08
484860,Bradley Barcola,285023_43946,France,FRA,FW,272,6.14,238.0,115.0,31703.56
489603,Ali Nemati,285023_43817,IR Iran,IRN,DF,274,6.14,369.0,108.0,31613.92
433362,Ali Abdi,285023_43888,Tunisia,TUN,DF,275,6.13,343.0,150.0,29932.97
448612,Bilal El Khannouss,285023_43872,Morocco,MAR,MF,279,6.11,554.0,226.0,50933.34
274078,Chris Wood,285023_43978,New Zealand,NZL,FW,280,6.11,333.0,144.0,31195.3
389784,Alan Franco,285023_43927,Ecuador,ECU,MF,281,6.1,307.0,134.0,27468.83
401378,Jonathan Tah,285023_43948,Germany,GER,DF,282,6.1,392.0,119.0,42610.17
419126,Darwin Nunez,285023_43930,Uruguay,URU,FW,283,6.09,190.0,93.0,19040.35
436743,Ermedin Demirovic,285023_44037,Bosnia and Herzegovina,BIH,FW,284,6.09,375.0,176.0,40423.23
448014,Alessandro Circati,285023_43976,Australia,AUS,DF,286,6.09,424.0,142.0,44568.44
483448,Antonio Nusa,285023_43961,Norway,NOR,FW,289,6.08,411.0,176.0,35679.45
484082,Abdulkerim Bardakci,285023_43972,Türkiye,TUR,DF,290,6.08,258.0,93.0,30419.01
418715,Jose Cordoba,285023_43914,Panama,PAN,DF,291,6.07,315.0,114.0,30753.8
477852,Kevin Pina,285023_43850,Cabo Verde,CPV,MF,293,6.07,388.0,116.0,39576.48
397775,Carlens Arcus,285023_43908,Haiti,HAI,DF,294,6.07,247.0,86.0,18006.56
426357,Aaron Wan Bissaka,285023_20014,Congo DR,COD,DF,296,6.07,460.0,194.0,40401.23
514208,Christ Inao Oulai,285023_43854,Côte d'Ivoire,CIV,MF,297,6.06,261.0,70.0,24246.36
436612,Denzel Dumfries,285023_43960,Netherlands,NED,DF,299,6.05,470.0,183.0,43452.06
463580,Finn Surman,285023_43978,New Zealand,NZL,DF,300,6.05,310.0,103.0,30931.08
510757,Josue Casimir,285023_43908,Haiti,HAI,FW,302,6.05,246.0,113.0,20980.8
484112,Kenan Yildiz,285023_43972,Türkiye,TUR,FW,303,6.05,236.0,78.0,25197.64
448103,Fabian Rieder,285023_43971,Switzerland,SUI,MF,305,6.04,566.0,179.0,38929.3
359381,Ivan Perisic,285023_43938,Croatia,CRO,FW,306,6.04,452.0,183.0,41581.7
476348,Damian Bobadilla,285023_43928,Paraguay,PAR,MF,307,6.04,336.0,98.0,25835.61
386348,Assim Madibo,285023_43834,Qatar,QAT,MF,308,6.04,208.0,30.0,14695.95
484851,Deniz Undav,285023_43948,Germany,GER,FW,310,6.03,205.0,59.0,17404.37
441240,Andres Andrade,285023_43914,Panama,PAN,DF,313,6.0,322.0,117.0,30384.6
479601,Juan Jose Caceres,285023_43928,Paraguay,PAR,DF,315,5.99,521.0,193.0,48658.8
431693,Frantzdy Pierrot,285023_43908,Haiti,HAI,FW,317,5.98,210.0,61.0,17982.57
448152,Cody Gakpo,285023_43960,Netherlands,NED,FW,318,5.98,418.0,177.0,39227.0
430147,Jack Hendry,285023_43967,Scotland,SCO,DF,319,5.98,349.0,123.0,30532.32
395050,Aubrey Modiba,285023_43883,South Africa,RSA,DF,325,5.96,442.0,154.0,37864.78
385475,Eldor Shomurodov,285023_44005,Uzbekistan,UZB,FW,326,5.96,274.0,149.0,30198.42
448171,Josip Sutalo,285023_43938,Croatia,CRO,DF,327,5.96,410.0,118.0,40954.87
369749,Junior Alonso,285023_43928,Paraguay,PAR,DF,328,5.96,457.0,123.0,43140.24
269058,James Rodriguez,285023_43926,Colombia,COL,MF,330,5.95,357.0,56.0,33663.08
389876,Dayot Upamecano,285023_43946,France,FRA,DF,331,5.95,460.0,174.0,57941.85
395205,Bernardo Silva,285023_43963,Portugal,POR,MF,332,5.94,253.0,79.0,16062.63
441137,Anthony Elanga,285023_43970,Sweden,SWE,FW,334,5.94,211.0,118.0,24265.7
470760,Jhon Arias,285023_43926,Colombia,COL,MF,335,5.93,410.0,159.0,40007.46
316002,David Alaba,285023_43934,Austria,AUT,DF,339,5.93,297.0,70.0,29617.98
489517,Jan Paul Van Hecke,285023_43960,Netherlands,NED,DF,340,5.92,374.0,114.0,42651.39
401339,Andy Robertson,285023_43967,Scotland,SCO,DF,342,5.92,246.0,107.0,25387.97
466372,Gervane Kastaneer,285023_1895293,Curaçao,CUW,FW,343,5.92,44.0,21.0,4460.43
506039,Ime Okon,285023_43883,South Africa,RSA,DF,345,5.9,460.0,183.0,39562.72
400721,Achraf Hakimi,285023_43872,Morocco,MAR,DF,347,5.89,624.0,296.0,63750.68
506471,Deveron Fonville,285023_1895293,Curaçao,CUW,DF,348,5.89,239.0,132.0,25516.75
430740,Brahim Diaz,285023_43872,Morocco,MAR,FW,350,5.88,524.0,225.0,49004.01
395321,Junya Ito,285023_43819,Japan,JPN,MF,351,5.88,233.0,108.0,24421.93
409241,Diney Borges,285023_43850,Cabo Verde,CPV,DF,352,5.88,395.0,111.0,43337.98
430442,Harry Souttar,285023_43976,Australia,AUS,DF,353,5.87,370.0,82.0,43035.91
379955,Antonio Ruediger,285023_43948,Germany,GER,DF,354,5.87,258.0,72.0,28802.14
448363,Hannes Delcroix,285023_43908,Haiti,HAI,DF,355,5.87,298.0,89.0,30006.24
419441,Homam Ahmed,285023_43834,Qatar,QAT,DF,356,5.86,157.0,57.0,13626.23
430601,Gabriel Magalhaes,285023_43924,Brazil,BRA,DF,361,5.86,500.0,122.0,50836.58
403274,Hiroki Ito,285023_43819,Japan,JPN,DF,363,5.85,358.0,119.0,39533.62
335999,Aymeric Laporte,285023_43969,Spain,ESP,DF,364,5.85,522.0,154.0,59417.95
332314,Idrissa Gana Gueye,285023_43879,Senegal,SEN,MF,369,5.81,449.0,140.0,39822.15
433439,Ali Lajami,285023_43835,Saudi Arabia,KSA,DF,371,5.8,145.0,54.0,16522.11
436572,Arthur Masuaku,285023_20014,Congo DR,COD,DF,372,5.79,343.0,114.0,32800.85
429392,Danilo Santos,285023_43924,Brazil,BRA,MF,374,5.79,115.0,43.0,8458.78
402884,Federico Valverde,285023_43930,Uruguay,URU,MF,376,5.78,228.0,99.0,25916.6
448531,Antoine Semenyo,285023_43860,Ghana,GHA,MF,377,5.78,285.0,167.0,39933.84
494293,Chemsdine Talbi,285023_43872,Morocco,MAR,MF,380,5.75,280.0,128.0,23817.14
405920,John Yeboah,285023_43927,Ecuador,ECU,FW,382,5.74,395.0,169.0,31500.85
441333,Gideon Mensah,285023_43860,Ghana,GHA,DF,383,5.74,365.0,158.0,39697.98
477536,Federico Vinas,285023_43930,Uruguay,URU,FW,384,5.73,195.0,102.0,20225.71
424051,Brian Brobbey,285023_43960,Netherlands,NED,FW,389,5.72,226.0,77.0,22528.72
373400,Enner Valencia,285023_43927,Ecuador,ECU,FW,390,5.71,233.0,108.0,29489.89
407680,Juergen Locadia,285023_1895293,Curaçao,CUW,FW,392,5.71,227.0,92.0,23793.05
403049,Ezri Konsa,285023_43942,England,ENG,DF,394,5.7,549.0,160.0,57635.86
335656,Danilo,285023_43924,Brazil,BRA,DF,399,5.68,495.0,217.0,44689.09
403312,Abdulelah Alamri,285023_43835,Saudi Arabia,KSA,DF,400,5.67,252.0,89.0,25207.74
358120,Kevin De Bruyne,285023_43935,Belgium,BEL,MF,401,5.67,573.0,204.0,46612.9
376285,Aissa Mandi,285023_43843,Algeria,ALG,DF,407,5.62,331.0,81.0,37858.06
433527,Abdallah Nasib,285023_43820,Jordan,JOR,DF,408,5.62,269.0,86.0,26869.89
390267,Christian Pulisic,285023_43921,USA,USA,FW,409,5.62,380.0,137.0,29436.84
403335,Hassan Altambakti,285023_43835,Saudi Arabia,KSA,DF,410,5.62,252.0,67.0,22701.97
512791,Issa Laye,285023_43834,Qatar,QAT,DF,412,5.61,338.0,88.0,29038.33
520217,Findlay Curtis,285023_43967,Scotland,SCO,FW,413,5.61,35.0,16.0,2919.32
403063,Axel Tuanzebe,285023_20014,Congo DR,COD,DF,418,5.59,311.0,128.0,38203.61
485760,Ayyoub Bouaddi,285023_43872,Morocco,MAR,MF,420,5.57,586.0,166.0,47487.66
393480,Breel Embolo,285023_43971,Switzerland,SUI,FW,422,5.56,468.0,235.0,49484.27
481183,Akam Hashim,285023_43818,Iraq,IRQ,DF,423,5.56,270.0,79.0,28097.87
496358,Ibrahim Mbaye,285023_43879,Senegal,SEN,FW,424,5.55,191.0,104.0,18570.21
441350,Hicham Boudaoui,285023_43843,Algeria,ALG,MF,426,5.55,248.0,79.0,17473.1
448598,Ismael Saibari,285023_43872,Morocco,MAR,MF,427,5.54,615.0,315.0,45216.86
402047,Adrien Rabiot,285023_43946,France,FRA,MF,430,5.5,629.0,188.0,55370.56
430150,Alexander Isak,285023_43970,Sweden,SWE,FW,431,5.5,346.0,155.0,35655.02
405263,Kevin Danso,285023_43934,Austria,AUT,DF,433,5.48,266.0,95.0,25685.71
433097,Declan Rice,285023_43942,England,ENG,MF,435,5.46,532.0,170.0,47405.89
448252,Enzo Fernandez,285023_43922,Argentina,ARG,MF,436,5.44,753.0,248.0,60303.56
