match_id,team_id,is_home,possession_pct,expected_goals,big_chances,big_chances_missed,shots_total,shots_on_target,shots_off_target,shots_blocked,shots_inside_box,shots_outside_box,hit_woodwork,corners,offsides,fouls,yellow_cards,passes_total,passes_accurate,passes_final_third,long_balls_total,long_balls_accurate,crosses_total,crosses_accurate,tackles,interceptions,clearances,saves,ground_duels_won,ground_duels_total,aerial_duels_won,aerial_duels_total,dribbles_completed,dribbles_total,throw_ins,goal_kicks,free_kicks
166,29,False,55,1.77,3.0,2.0,15,6,6,3,8,7,0,7,1.0,13,1.0,531,467,48,36,17,16,1,19,5,14,2,32,67,3,12,5,10,17,6,9
169,8,True,53,0.35,0.0,0.0,7,2,4,1,4,3,0,3,5.0,22,3.0,626,546,65,62,31,15,1,13,13,37,3,36,81,16,31,4,15,22,11,21
169,42,False,47,1.03,2.0,2.0,15,3,8,4,9,6,2,7,4.0,21,2.0,548,454,58,78,33,18,4,16,12,21,2,45,81,15,31,9,15,19,9,22
155,13,True,48,0.92,1.0,,8,2,4,2,6,2,1,4,3.0,7,0.0,415,346,63,46,18,14,3,12,9,27,3,34,59,12,21,9,19,20,4,13
155,6,False,52,0.25,0.0,,10,3,4,3,5,5,0,3,0.0,13,1.0,446,364,52,51,12,13,0,16,8,28,0,25,59,9,20,2,10,20,11,7
168,37,True,64,2.9,6.0,4.0,19,7,8,4,11,8,1,6,3.0,13,0.0,602,541,73,30,18,26,8,20,7,14,0,42,81,8,15,11,16,19,2,10
168,26,False,36,0.89,2.0,0.0,5,2,3,1,4,1,0,1,0.0,11,4.0,349,288,26,37,14,8,2,15,10,43,4,39,81,7,15,11,26,25,13,13
171,29,True,68,2.08,2.0,,17,8,4,5,10,7,0,5,3.0,13,2.0,665,598,64,37,21,19,2,11,4,15,1,35,63,7,19,8,14,22,4,18
171,25,False,32,0.37,1.0,,5,2,1,2,4,1,0,1,1.0,18,2.0,314,244,33,45,20,10,2,10,10,33,6,28,63,12,19,6,11,15,13,13
151,33,True,61,3.17,6.0,4.0,25,12,9,4,16,9,2,9,3.0,14,,551,485,61,37,19,16,4,13,5,23,3,33,67,13,20,11,21,10,8,10
151,23,False,39,0.66,0.0,0.0,8,3,4,1,7,1,0,1,1.0,10,,351,279,49,44,11,10,3,14,12,26,9,34,67,7,20,7,11,19,8,14
157,41,True,60,2.18,3.0,2.0,15,3,8,4,10,5,1,9,1.0,6,1.0,585,533,89,40,20,20,6,19,5,19,5,41,75,12,20,10,23,9,7,11
157,46,False,40,1.34,4.0,3.0,13,6,5,2,10,3,1,5,4.0,12,2.0,370,312,24,43,18,22,7,22,10,18,2,34,75,8,20,6,8,14,14,6
149,21,True,30,0.23,1.0,0.0,6,2,1,3,4,2,0,5,3.0,18,0.0,373,293,60,47,16,10,3,18,11,21,5,34,74,19,30,2,15,28,8,15
149,10,False,70,1.4,5.0,4.0,11,5,4,2,7,4,1,8,0.0,15,1.0,878,800,102,49,21,18,4,19,10,35,1,40,74,11,30,7,19,17,5,18
160,37,True,64,2.16,3.0,2.0,22,10,5,7,15,7,0,8,3.0,13,1.0,850,780,82,39,25,15,6,22,9,24,3,43,83,14,26,10,16,16,11,12
160,30,False,36,0.45,0.0,0.0,16,5,5,6,6,10,0,8,2.0,12,1.0,475,408,58,50,22,21,6,19,9,26,8,40,83,12,26,10,21,18,8,13
146,2,True,58,0.13,0.0,0.0,6,1,4,1,1,5,0,1,1.0,10,0.0,550,467,58,70,32,8,2,22,16,34,5,51,86,11,31,13,20,17,12,16
146,5,False,42,1.32,4.0,4.0,12,7,5,0,9,3,0,4,0.0,16,2.0,381,298,63,31,15,12,5,20,8,14,1,34,85,21,32,6,20,21,4,10
152,1,True,43,1.02,2.0,2.0,15,3,9,3,10,5,0,3,0.0,10,0.0,319,249,61,59,28,7,4,10,7,38,1,28,56,21,33,4,9,16,13,14
152,20,False,57,0.73,1.0,1.0,7,1,5,1,5,2,1,8,1.0,14,3.0,407,340,73,52,16,25,3,11,6,21,1,28,56,12,33,7,13,22,14,10
167,13,True,56,0.67,0.0,0.0,7,2,5,0,5,2,0,3,0.0,11,2.0,527,458,65,37,20,11,2,21,9,22,3,40,84,10,22,10,19,25,6,9
167,25,False,44,2.15,4.0,2.0,15,7,4,4,10,5,0,5,1.0,9,0.0,410,333,45,59,19,14,5,23,9,20,1,44,84,12,22,10,21,18,7,11
156,29,True,64,2.8,4.0,1.0,23,10,6,7,15,8,1,9,2.0,8,0.0,629,570,53,35,23,21,7,19,6,15,0,41,68,12,15,7,15,15,7,15
156,39,False,36,0.32,1.0,1.0,5,0,4,1,4,1,0,0,5.0,15,1.0,347,285,29,37,14,13,3,16,6,21,6,27,68,3,15,5,16,7,8,8
165,1,True,67,1.87,2.0,,20,5,8,7,12,8,0,12,1.0,14,2.0,455,420,77,42,30,49,11,16,7,13,2,27,66,10,21,5,11,24,4,6
165,45,False,33,1.55,3.0,,6,5,1,0,4,2,1,2,0.0,7,4.0,244,195,37,45,22,4,1,18,4,48,3,39,66,11,22,8,18,12,13,13
161,42,True,61,2.18,5.0,4.0,20,8,8,4,12,8,0,3,2.0,14,2.0,586,532,55,55,32,15,5,12,5,25,0,27,60,7,12,5,12,15,9,10
161,47,False,39,0.26,0.0,0.0,8,0,3,5,2,6,0,2,0.0,10,3.0,376,312,52,47,9,15,2,13,5,11,7,33,60,5,12,6,11,16,12,14
147,9,True,69,1.72,4.0,2.0,19,7,6,6,12,7,1,6,1.0,4,2.0,682,625,107,45,21,40,9,12,9,18,1,27,44,12,27,5,10,21,4,13
147,22,False,31,0.23,0.0,0.0,5,2,1,2,2,3,0,2,0.0,13,3.0,315,261,44,45,24,10,2,10,5,45,4,17,44,15,27,3,6,16,10,4
154,25,True,52,1.8,3.0,0.0,19,5,9,5,11,8,1,4,2.0,22,1.0,699,602,72,50,25,26,7,12,8,28,3,32,73,28,43,9,16,16,10,11
154,34,False,48,3.54,4.0,2.0,19,5,11,3,10,9,2,2,2.0,12,1.0,639,536,93,83,33,22,5,12,11,31,3,41,73,15,43,10,16,19,12,22
148,17,True,75,1.49,2.0,2.0,21,6,7,8,11,10,0,16,4.0,18,2.0,799,719,127,39,26,56,10,14,4,23,2,39,96,21,40,13,33,23,5,12
148,14,False,25,0.42,3.0,2.0,7,3,2,2,6,1,0,6,1.0,12,2.0,257,161,55,78,20,21,6,33,13,54,6,57,96,19,40,8,14,12,14,18
173,37,True,59,2.0,4.0,2.0,22,7,8,7,12,10,1,8,4.0,14,3.0,692,615,73,51,22,22,7,17,12,29,4,40,69,18,32,10,14,19,8,18
173,8,False,41,0.53,1.0,0.0,11,5,3,3,5,6,0,2,3.0,18,2.0,474,399,69,54,23,19,3,12,6,26,4,29,69,14,32,3,12,16,11,14
170,33,True,48,3.06,5.0,5.0,22,8,9,5,12,10,1,5,,10,0.0,485,432,63,30,14,12,5,11,11,22,1,30,65,12,13,8,21,17,7,12
170,10,False,52,0.14,0.0,0.0,5,1,3,1,1,4,0,5,,13,1.0,524,452,35,39,12,13,2,17,6,12,6,35,65,1,13,10,18,18,13,10
172,36,True,48,0.77,1.0,1.0,13,4,6,3,10,3,1,7,1.0,10,1.0,576,492,61,48,20,19,3,24,8,21,6,35,77,12,24,5,14,16,10,8
172,45,False,52,1.06,3.0,1.0,14,8,3,3,8,6,0,4,5.0,8,0.0,626,567,72,50,26,21,9,15,7,35,3,42,77,12,24,17,28,27,7,10
159,15,True,42,0.87,0.0,0.0,16,1,6,9,10,6,1,4,0.0,12,0.0,507,404,81,59,20,24,7,10,9,29,3,33,68,30,56,10,15,26,9,14
159,26,False,58,1.36,3.0,2.0,14,3,5,6,8,6,0,7,3.0,14,2.0,723,614,74,77,36,24,6,16,8,37,1,35,68,26,56,8,15,19,12,12
158,8,True,45,2.56,2.0,1.0,11,5,4,2,9,2,0,4,0.0,10,0.0,436,354,36,50,19,14,4,20,16,25,2,42,85,16,26,10,22,20,9,12
158,38,False,55,0.73,1.0,1.0,8,2,3,3,5,3,0,2,2.0,12,2.0,561,476,72,64,29,6,1,22,9,14,2,43,85,10,26,11,21,17,6,10
153,45,True,60,2.04,7.0,6.0,16,7,6,3,13,3,0,5,0.0,10,1.0,517,468,75,32,18,43,9,11,7,23,1,30,66,14,23,7,17,15,5,12
153,44,False,40,0.8,1.0,1.0,7,2,3,2,2,5,1,3,4.0,12,1.0,365,299,49,46,18,13,2,20,3,36,5,36,66,9,23,6,12,24,16,10
